File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF999RRH	bed narrowPeak	peaks	ENCSR833FWC	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-10-25	ENCODE				1							ENCFF347PVY, ENCFF791LLR	6620179	ENCODE Processing Pipeline	038ec91b4e74e9a4e0334923115eabbb		https://www.encodeproject.org/files/ENCFF999RRH/@@download/ENCFF999RRH.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths		
ENCFF306LCT	bed narrowPeak	peaks	ENCSR833FWC	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-10-25	ENCODE				1							ENCFF048YPV, ENCFF512QNP	6639477	ENCODE Processing Pipeline	d2b5151160070b56cb176ba5376af557		https://www.encodeproject.org/files/ENCFF306LCT/@@download/ENCFF306LCT.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths		
ENCFF907KEJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR833FWC	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-10-25	ENCODE				1							ENCFF306LCT, ENCFF419RSJ	674345	ENCODE Processing Pipeline	e6b5bdd7d25b283393e4bb927cbcdac3		https://www.encodeproject.org/files/ENCFF907KEJ/@@download/ENCFF907KEJ.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths		
ENCFF267OZD	bed narrowPeak	peaks	ENCSR979DMN	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1							ENCFF051OIH, ENCFF533JZM	6831030	ENCODE Processing Pipeline	4ff0b4b9d012f793db1492c743e2855a		https://www.encodeproject.org/files/ENCFF267OZD/@@download/ENCFF267OZD.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF371GSC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR979DMN	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1							ENCFF267OZD, ENCFF419RSJ	281881	ENCODE Processing Pipeline	41f9d86ba68be69a736f1b8ada4d09c6		https://www.encodeproject.org/files/ENCFF371GSC/@@download/ENCFF371GSC.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF386FNQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR979DMN	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF422YRY	284356	ENCODE Processing Pipeline	892a0ef1f46ca2e6da2f8f72adeb0bd1		https://www.encodeproject.org/files/ENCFF386FNQ/@@download/ENCFF386FNQ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF422YRY	bed narrowPeak	peaks	ENCSR979DMN	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2016-12-13	ENCODE				1							ENCFF106EBG, ENCFF446BUP	6828813	ENCODE Processing Pipeline	7a37dfbbb5f162e9e432d31b5f161ea1		https://www.encodeproject.org/files/ENCFF422YRY/@@download/ENCFF422YRY.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF571KJQ	bed narrowPeak	peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF473HRH, ENCFF847NEY	7148874	ENCODE Processing Pipeline	0b1bee6b8255bda8362d44ac6f64c8f3		https://www.encodeproject.org/files/ENCFF571KJQ/@@download/ENCFF571KJQ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF628TDS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF571KJQ	769290	ENCODE Processing Pipeline	cd58607413b78b9adb9cac4287c16c79		https://www.encodeproject.org/files/ENCFF628TDS/@@download/ENCFF628TDS.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF875ZVM	bed narrowPeak	peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF260NKL, ENCFF831EFP	7139192	ENCODE Processing Pipeline	df7c713a0569232587603dbc9a8d7a56		https://www.encodeproject.org/files/ENCFF875ZVM/@@download/ENCFF875ZVM.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF872XQU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF875ZVM	769847	ENCODE Processing Pipeline	96a6addb7f97f575dfb29ed32e9e168f		https://www.encodeproject.org/files/ENCFF872XQU/@@download/ENCFF872XQU.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF498QYW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR986QAR	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF405VWN, ENCFF419RSJ	636543	ENCODE Processing Pipeline	30879bdff7d184cb12f984b1c187489a		https://www.encodeproject.org/files/ENCFF498QYW/@@download/ENCFF498QYW.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF405VWN	bed narrowPeak	peaks	ENCSR986QAR	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF389ZAK, ENCFF480AYM	6744639	ENCODE Processing Pipeline	c4eddea1f6d9cd134ef6c50989f06c30		https://www.encodeproject.org/files/ENCFF405VWN/@@download/ENCFF405VWN.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF754JIP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR986QAR	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF001TDO, ENCFF507DHS	658842	ENCODE Processing Pipeline	6f6f8b8155259d2f5064cbab7b4c8ad6		https://www.encodeproject.org/files/ENCFF754JIP/@@download/ENCFF754JIP.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF507DHS	bed narrowPeak	peaks	ENCSR986QAR	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	female	53 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF391IJU, ENCFF578NQW	6794648	ENCODE Processing Pipeline	38db9bbbc16293889d2c09faad4f18f2		https://www.encodeproject.org/files/ENCFF507DHS/@@download/ENCFF507DHS.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF551NXL	bed narrowPeak	peaks	ENCSR176BAH	ChIP-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF457XBH	6818115	ENCODE Processing Pipeline	6bcc55f36d892316fbe4013f95cff52e		https://www.encodeproject.org/files/ENCFF551NXL/@@download/ENCFF551NXL.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF269VDY	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR176BAH	ChIP-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF551NXL	2456	ENCODE Processing Pipeline	dca1b8235ec513453264976c4f4b347d		https://www.encodeproject.org/files/ENCFF269VDY/@@download/ENCFF269VDY.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF085MWN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR176BAH	ChIP-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF129BFA, ENCFF419RSJ	1855	ENCODE Processing Pipeline	bd67dc1b9a4987b21c4a2a2a0d289e11		https://www.encodeproject.org/files/ENCFF085MWN/@@download/ENCFF085MWN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF129BFA	bed narrowPeak	peaks	ENCSR176BAH	ChIP-seq	UBERON:0002190	subcutaneous adipose tissue	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF753CCI	6828781	ENCODE Processing Pipeline	1383e1e9d1675fa1e9ee3ce8d1eb96a3		https://www.encodeproject.org/files/ENCFF129BFA/@@download/ENCFF129BFA.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF002CEI	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ATA	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	newborn	male, unknown	unknown	Homo sapiens					EZH2-human	ENCAB000AGH	DNA		see document	see document		False	2012-08-06	ENCODE												161478	ENCODE Consortium Analysis Working Group	d7ef354a989c031d01f20c27a2f1f6ae		https://www.encodeproject.org/files/ENCFF002CEI/@@download/ENCFF002CEI.bed.gz	hg19			archived	moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read depth, control low read depth, low read length	missing derived_from		
ENCFF001XPT	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF001HIY	751126	John Stamatoyannopoulos, UW	d32edfa447bcab78bd7f12633f2917a3		https://www.encodeproject.org/files/ENCFF001XPT/@@download/ENCFF001XPT.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF001XPU	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF001HIZ	597292	John Stamatoyannopoulos, UW	154cd03f8564b69afd2fab7b0e276f47		https://www.encodeproject.org/files/ENCFF001XPU/@@download/ENCFF001XPU.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF002DCO	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001HIY, ENCFF001HIZ	986802	ENCODE Consortium Analysis Working Group	799bc6c3af731285c238b6574d7adfe2		https://www.encodeproject.org/files/ENCFF002DCO/@@download/ENCFF002DCO.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF600CYD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF419RSJ, ENCFF684QJY, ENCFF777LEG, ENCFF934HQC	774082	ENCODE Processing Pipeline	fd2626ac100b0ba6310845b7279141f3		https://www.encodeproject.org/files/ENCFF600CYD/@@download/ENCFF600CYD.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF777LEG	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF336OEL, ENCFF836ZOB	4170228	ENCODE Processing Pipeline	8edfc53b4aa11fcc23db79904e9f36ac		https://www.encodeproject.org/files/ENCFF777LEG/@@download/ENCFF777LEG.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF934HQC	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF282WQV, ENCFF336OEL	4123469	ENCODE Processing Pipeline	64904a140fa902d972e18307cde4cf57		https://www.encodeproject.org/files/ENCFF934HQC/@@download/ENCFF934HQC.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF684QJY	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF282WQV, ENCFF336OEL, ENCFF836ZOB	4475215	ENCODE Processing Pipeline	2a794e215865e15e799ce6cdf497d713		https://www.encodeproject.org/files/ENCFF684QJY/@@download/ENCFF684QJY.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF183YLB	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF419RSJ, ENCFF684QJY, ENCFF777LEG, ENCFF934HQC	754900	ENCODE Processing Pipeline	243693669ba30f78534988f800b19fa5		https://www.encodeproject.org/files/ENCFF183YLB/@@download/ENCFF183YLB.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF312HCK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF729AWY, ENCFF892VYV, ENCFF994JFX	765148	ENCODE Processing Pipeline	9dd0d6cf8e5d23c421e1eeffab57d9d4		https://www.encodeproject.org/files/ENCFF312HCK/@@download/ENCFF312HCK.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF729AWY	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF644FRD, ENCFF686TPQ	4174778	ENCODE Processing Pipeline	ace2ec52cf2dfa4692feb164ebf7958a		https://www.encodeproject.org/files/ENCFF729AWY/@@download/ENCFF729AWY.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF994JFX	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF600BAG, ENCFF644FRD, ENCFF686TPQ	4476308	ENCODE Processing Pipeline	75b0297b5c49cec15ede77be88ed6d07		https://www.encodeproject.org/files/ENCFF994JFX/@@download/ENCFF994JFX.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF892VYV	bed narrowPeak	peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF600BAG, ENCFF686TPQ	4129203	ENCODE Processing Pipeline	02dc4390a46ee6a4603e44c91ca1a5b8		https://www.encodeproject.org/files/ENCFF892VYV/@@download/ENCFF892VYV.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF787GLH	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DSU	ChIP-seq	CL:0002606	astrocyte of the spinal cord	primary cell	unknown	unknown	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF729AWY, ENCFF892VYV, ENCFF994JFX	753709	ENCODE Processing Pipeline	beae2e60b294f0835e5ec9ef8d50968f		https://www.encodeproject.org/files/ENCFF787GLH/@@download/ENCFF787GLH.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length			
ENCFF637JPV	bed narrowPeak	peaks	ENCSR025ZZA	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF122KYV, ENCFF552ZVE	6165335	ENCODE Processing Pipeline	09aec9b9031d1bab2449b2aad218eccc		https://www.encodeproject.org/files/ENCFF637JPV/@@download/ENCFF637JPV.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF653ILB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR025ZZA	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF637JPV	246500	ENCODE Processing Pipeline	a85f844ba004ecf77051bb0eb4f8ef90		https://www.encodeproject.org/files/ENCFF653ILB/@@download/ENCFF653ILB.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF401DJJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR025ZZA	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF419RSJ, ENCFF788JPL	245023	ENCODE Processing Pipeline	85a23836aa413cf943b55dbf39e1102a		https://www.encodeproject.org/files/ENCFF401DJJ/@@download/ENCFF401DJJ.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF788JPL	bed narrowPeak	peaks	ENCSR025ZZA	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF421ZNL, ENCFF640GGJ	6170100	ENCODE Processing Pipeline	413a1fa7246f2ad54f9b8516941c08a3		https://www.encodeproject.org/files/ENCFF788JPL/@@download/ENCFF788JPL.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF300UJN	bed narrowPeak	peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-01-30	ENCODE				1							ENCFF112QNF, ENCFF714MWU	6414247	ENCODE Processing Pipeline	16579d4b9d4924e23c1e50d246a8f24f		https://www.encodeproject.org/files/ENCFF300UJN/@@download/ENCFF300UJN.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF112ACP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF300UJN	809701	ENCODE Processing Pipeline	93ed056a9f4c1a0553ad3e379b0785ab		https://www.encodeproject.org/files/ENCFF112ACP/@@download/ENCFF112ACP.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF975SBX	bed narrowPeak	peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-01-30	ENCODE				1							ENCFF231PHQ, ENCFF894ZWD	6421941	ENCODE Processing Pipeline	49915e4602a4af5a660c2345e7467bf8		https://www.encodeproject.org/files/ENCFF975SBX/@@download/ENCFF975SBX.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF486UBE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF975SBX	814985	ENCODE Processing Pipeline	c8844ea7cf8355c685674fe4c19ea862		https://www.encodeproject.org/files/ENCFF486UBE/@@download/ENCFF486UBE.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF001XRN	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF001HOZ	983398	John Stamatoyannopoulos, UW	91a7ac063cf4a34835f9a8b007904e51		https://www.encodeproject.org/files/ENCFF001XRN/@@download/ENCFF001XRN.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF001XRO	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF001HPC	752910	John Stamatoyannopoulos, UW	486773dda7ef061e739fa0dfe708e4eb		https://www.encodeproject.org/files/ENCFF001XRO/@@download/ENCFF001XRO.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF002DDB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001HOZ, ENCFF001HPC	1121096	ENCODE Consortium Analysis Working Group	7622c2ed39a4594c2627b39e8f2a5075		https://www.encodeproject.org/files/ENCFF002DDB/@@download/ENCFF002DDB.bed.gz	hg19			archived	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF493HJH	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF214JJE, ENCFF419RSJ, ENCFF826PZY, ENCFF839YLN	878543	ENCODE Processing Pipeline	5d821a780af7f8f55050e670e0de57e3		https://www.encodeproject.org/files/ENCFF493HJH/@@download/ENCFF493HJH.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF826PZY	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF163IHR, ENCFF346OGN	4300158	ENCODE Processing Pipeline	42374d414caa6ea24b6e714d64623085		https://www.encodeproject.org/files/ENCFF826PZY/@@download/ENCFF826PZY.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF214JJE	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF163IHR, ENCFF559BCH	3702005	ENCODE Processing Pipeline	cb2e8646aab384874b8cbc8832344bb6		https://www.encodeproject.org/files/ENCFF214JJE/@@download/ENCFF214JJE.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF839YLN	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF163IHR, ENCFF346OGN, ENCFF559BCH	4012866	ENCODE Processing Pipeline	1f4b61c6262c10d76a49e6387430c25a		https://www.encodeproject.org/files/ENCFF839YLN/@@download/ENCFF839YLN.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
ENCFF288RFS	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF924YJI, ENCFF929WKT, ENCFF938HQH	889632	ENCODE Processing Pipeline	7ce3d71abd0220f4289d7b0aced11dc4		https://www.encodeproject.org/files/ENCFF288RFS/@@download/ENCFF288RFS.bed.gz	hg19			released	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length			
