File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF278QPW	bed narrowPeak	peaks	ENCSR845MEJ	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF481ZDH	756402	ENCODE Processing Pipeline	5c73bdbc455563fadff537feae8f9eda		https://www.encodeproject.org/files/ENCFF278QPW/@@download/ENCFF278QPW.bed.gz	hg19			archived	low read depth			
ENCFF930MUK	bed narrowPeak	peaks	ENCSR845MEJ	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF486KLZ, ENCFF992CZQ	760231	ENCODE Processing Pipeline	a7b320693c11c70bccfbf8e9a29c7372		https://www.encodeproject.org/files/ENCFF930MUK/@@download/ENCFF930MUK.bed.gz	GRCh38			archived	low read depth			
ENCFF295FPK	bed narrowPeak	peaks	ENCSR845MEJ	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF882KAT, ENCFF967OQF	802296	ENCODE Processing Pipeline	0b270bcccd0ef44b99ea573a10df4906		https://www.encodeproject.org/files/ENCFF295FPK/@@download/ENCFF295FPK.bed.gz	GRCh38			released	low read depth			
ENCFF475QCQ	bed narrowPeak	peaks	ENCSR845MEJ	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF663KHG	801470	ENCODE Processing Pipeline	d1a932843aa6d7374b0455bfcde65e93		https://www.encodeproject.org/files/ENCFF475QCQ/@@download/ENCFF475QCQ.bed.gz	hg19			released	low read depth			
ENCFF409JTM	bed narrowPeak	peaks	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF297FGD	1022630	ENCODE Processing Pipeline	c805fec64b571867583629c2150c2007		https://www.encodeproject.org/files/ENCFF409JTM/@@download/ENCFF409JTM.bed.gz	hg19			archived	low read depth			
ENCFF782KJY	bed narrowPeak	peaks	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF706IPY, ENCFF992CZQ	1026279	ENCODE Processing Pipeline	cf6a3b4b6151f7db3dce5dd5d260474b		https://www.encodeproject.org/files/ENCFF782KJY/@@download/ENCFF782KJY.bed.gz	GRCh38			archived	low read depth			
ENCFF914SZL	bed narrowPeak	peaks	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF072MYZ, ENCFF967OQF	1074909	ENCODE Processing Pipeline	f4cab2fa291799cafcc7ffc6417030e8		https://www.encodeproject.org/files/ENCFF914SZL/@@download/ENCFF914SZL.bed.gz	GRCh38			released	low read depth			
ENCFF203UET	bed narrowPeak	peaks	ENCSR318WOD	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF615FRI	1072358	ENCODE Processing Pipeline	0c5776a7e986040d071d4eb00591a880		https://www.encodeproject.org/files/ENCFF203UET/@@download/ENCFF203UET.bed.gz	hg19			released	low read depth			
ENCFF187NZJ	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF400DTN, ENCFF992CZQ	849658	ENCODE Processing Pipeline	a3c9bf552affa97b1185c591b09403c7		https://www.encodeproject.org/files/ENCFF187NZJ/@@download/ENCFF187NZJ.bed.gz	GRCh38			archived	low read depth			
ENCFF682OQR	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF978YBT	844719	ENCODE Processing Pipeline	5c9346f8300ecd4b9db22a9029c3fd72		https://www.encodeproject.org/files/ENCFF682OQR/@@download/ENCFF682OQR.bed.gz	hg19			archived	low read depth			
ENCFF362WET	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF514GTX, ENCFF967OQF	897275	ENCODE Processing Pipeline	375e3c24c0ab1b9b29804aa2c2915c3d		https://www.encodeproject.org/files/ENCFF362WET/@@download/ENCFF362WET.bed.gz	GRCh38			released	low read depth			
ENCFF849IJR	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF792JOV	894383	ENCODE Processing Pipeline	64ea0d1d9da88ce1591fd24911799ea3		https://www.encodeproject.org/files/ENCFF849IJR/@@download/ENCFF849IJR.bed.gz	hg19			released	low read depth			
ENCFF232BIG	bed narrowPeak	peaks	ENCSR545KQR	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF912PZZ, ENCFF992CZQ	1617011	ENCODE Processing Pipeline	0433a58f45b61d9d2c3f78466798b473		https://www.encodeproject.org/files/ENCFF232BIG/@@download/ENCFF232BIG.bed.gz	GRCh38			archived	low read depth			
ENCFF944DGI	bed narrowPeak	peaks	ENCSR545KQR	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF081SRF, ENCFF163ZHO	1610953	ENCODE Processing Pipeline	1b09ccbbd0193897bc37ee45a8889d80		https://www.encodeproject.org/files/ENCFF944DGI/@@download/ENCFF944DGI.bed.gz	hg19			archived	low read depth			
ENCFF779CFZ	bed narrowPeak	peaks	ENCSR545KQR	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF093JOU, ENCFF967OQF	1632823	ENCODE Processing Pipeline	a2faf8db502cb6d46ce739acdda9a892		https://www.encodeproject.org/files/ENCFF779CFZ/@@download/ENCFF779CFZ.bed.gz	GRCh38			released	low read depth			
ENCFF134ZVJ	bed narrowPeak	peaks	ENCSR545KQR	DNase-seq	UBERON:0001987	placenta	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF321KQV, ENCFF390DNP	1628614	ENCODE Processing Pipeline	66cc41768e1c1bac873075f3a203cdcb		https://www.encodeproject.org/files/ENCFF134ZVJ/@@download/ENCFF134ZVJ.bed.gz	hg19			released	low read depth			
ENCFF105ADZ	bed narrowPeak	peaks	ENCSR189YJQ	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF550AKF	1088349	ENCODE Processing Pipeline	bcdfafade5e9cd3725047ac9b69eee6b		https://www.encodeproject.org/files/ENCFF105ADZ/@@download/ENCFF105ADZ.bed.gz	hg19			archived	low read depth			
ENCFF802GPU	bed narrowPeak	peaks	ENCSR189YJQ	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF273ZYO, ENCFF992CZQ	1090352	ENCODE Processing Pipeline	fd9ecd67856f6439274855e0993ec439		https://www.encodeproject.org/files/ENCFF802GPU/@@download/ENCFF802GPU.bed.gz	GRCh38			archived	low read depth			
ENCFF096TTO	bed narrowPeak	peaks	ENCSR189YJQ	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF967OQF, ENCFF972PHY	1135702	ENCODE Processing Pipeline	57f7ab62de85004324649a3b7c2ff191		https://www.encodeproject.org/files/ENCFF096TTO/@@download/ENCFF096TTO.bed.gz	GRCh38			released	low read depth			
ENCFF462QBZ	bed narrowPeak	peaks	ENCSR189YJQ	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF706ECO	1133963	ENCODE Processing Pipeline	d33da019e3eed56847e1dd66d032069d		https://www.encodeproject.org/files/ENCFF462QBZ/@@download/ENCFF462QBZ.bed.gz	hg19			released	low read depth			
ENCFF841MMD	bed narrowPeak	peaks	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF116WRW, ENCFF992CZQ	820467	ENCODE Processing Pipeline	b43b9a6625d5688cd5791cb9ed2ae6c8		https://www.encodeproject.org/files/ENCFF841MMD/@@download/ENCFF841MMD.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF346ZSZ	bed narrowPeak	peaks	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF953JVC	815903	ENCODE Processing Pipeline	76d16243a3223a9d838f3826646457b3		https://www.encodeproject.org/files/ENCFF346ZSZ/@@download/ENCFF346ZSZ.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF293TWN	bed narrowPeak	peaks	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF259TWS, ENCFF967OQF	867773	ENCODE Processing Pipeline	a4fb8908d0904554a0ef27272f866aa7		https://www.encodeproject.org/files/ENCFF293TWN/@@download/ENCFF293TWN.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF897GBH	bed narrowPeak	peaks	ENCSR986HEN	DNase-seq	UBERON:0018116	right renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF232HEX, ENCFF390DNP	864317	ENCODE Processing Pipeline	55f07f1dfbc310c5458122394300d7c1		https://www.encodeproject.org/files/ENCFF897GBH/@@download/ENCFF897GBH.bed.gz	hg19			released	low spot score, low read depth			
ENCFF532WPU	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF349NFG, ENCFF992CZQ	780345	ENCODE Processing Pipeline	977d88a7c92674a2c5f518544fca02dd		https://www.encodeproject.org/files/ENCFF532WPU/@@download/ENCFF532WPU.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF983IBW	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF525FDU	776010	ENCODE Processing Pipeline	dddaff8ab378be30bf0ef4289b24d20c		https://www.encodeproject.org/files/ENCFF983IBW/@@download/ENCFF983IBW.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF027EJI	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF342FSA, ENCFF967OQF	809707	ENCODE Processing Pipeline	dde54a1104f8ffe031444a912a6d6a93		https://www.encodeproject.org/files/ENCFF027EJI/@@download/ENCFF027EJI.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF104FUO	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF871APC	808926	ENCODE Processing Pipeline	48c34798c56a7209a5d59307c9cc7f42		https://www.encodeproject.org/files/ENCFF104FUO/@@download/ENCFF104FUO.bed.gz	hg19			released	low spot score, low read depth			
ENCFF746BBB	bed narrowPeak	peaks	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF009CIV, ENCFF163ZHO	729957	ENCODE Processing Pipeline	8c20ed5d5167115dd22de86417098f42		https://www.encodeproject.org/files/ENCFF746BBB/@@download/ENCFF746BBB.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF698LRC	bed narrowPeak	peaks	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF306WLL, ENCFF992CZQ	730591	ENCODE Processing Pipeline	ccc3846515838b374c9b3b5defe076b2		https://www.encodeproject.org/files/ENCFF698LRC/@@download/ENCFF698LRC.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF037SOW	bed narrowPeak	peaks	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF067PJM, ENCFF967OQF	779190	ENCODE Processing Pipeline	feb443e00029509e9716e4538a47160c		https://www.encodeproject.org/files/ENCFF037SOW/@@download/ENCFF037SOW.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF900TMY	bed narrowPeak	peaks	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF542NTO	778314	ENCODE Processing Pipeline	dbde09186caa9e787eee27e58f63d339		https://www.encodeproject.org/files/ENCFF900TMY/@@download/ENCFF900TMY.bed.gz	hg19			released	low spot score, low read depth			
ENCFF155DZV	bed narrowPeak	peaks	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF051LCL, ENCFF992CZQ	498387	ENCODE Processing Pipeline	fea7677ca1a44cd74c9ba5ea4bd10eaf		https://www.encodeproject.org/files/ENCFF155DZV/@@download/ENCFF155DZV.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF667TQB	bed narrowPeak	peaks	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF948LGY	495605	ENCODE Processing Pipeline	802db16c88084f6f370841eaa5119cfa		https://www.encodeproject.org/files/ENCFF667TQB/@@download/ENCFF667TQB.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF614KFD	bed narrowPeak	peaks	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF957WMA, ENCFF967OQF	524616	ENCODE Processing Pipeline	e46d0666758c7a8c4bd90bb624932afb		https://www.encodeproject.org/files/ENCFF614KFD/@@download/ENCFF614KFD.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF082ISN	bed narrowPeak	peaks	ENCSR619DRM	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF618BZS	523190	ENCODE Processing Pipeline	2d6d2b43ccbabf2ec96126e76b56f105		https://www.encodeproject.org/files/ENCFF082ISN/@@download/ENCFF082ISN.bed.gz	hg19			released	low spot score, low read depth			
ENCFF391CGC	bed narrowPeak	peaks	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF305BGW, ENCFF992CZQ	797604	ENCODE Processing Pipeline	e6b858a071ce9f6d2deec4b44074d74b		https://www.encodeproject.org/files/ENCFF391CGC/@@download/ENCFF391CGC.bed.gz	GRCh38			archived	low read depth			
ENCFF543QXW	bed narrowPeak	peaks	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF937QEX	794936	ENCODE Processing Pipeline	8312d7657b005eac0b387a6c44ef24bc		https://www.encodeproject.org/files/ENCFF543QXW/@@download/ENCFF543QXW.bed.gz	hg19			archived	low read depth			
ENCFF957LQJ	bed narrowPeak	peaks	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF953UGS, ENCFF967OQF	848900	ENCODE Processing Pipeline	331492ee0e770777b7114c08b8d0bdb1		https://www.encodeproject.org/files/ENCFF957LQJ/@@download/ENCFF957LQJ.bed.gz	GRCh38			released	low read depth			
ENCFF358SYQ	bed narrowPeak	peaks	ENCSR956ZHU	DNase-seq	UBERON:0001224	renal pelvis	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF768KJO	846302	ENCODE Processing Pipeline	9fdd1e1a9379470781880b373e5104b0		https://www.encodeproject.org/files/ENCFF358SYQ/@@download/ENCFF358SYQ.bed.gz	hg19			released	low read depth			
ENCFF924FPB	bed narrowPeak	peaks	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF844GCR, ENCFF992CZQ	824382	ENCODE Processing Pipeline	e586cd9b447cf3f3d2541f660c8debf4		https://www.encodeproject.org/files/ENCFF924FPB/@@download/ENCFF924FPB.bed.gz	GRCh38			archived	low read depth			
ENCFF021TGH	bed narrowPeak	peaks	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF182FDH	821440	ENCODE Processing Pipeline	03ecd0d8ffa3ca6f57e1ae14df357714		https://www.encodeproject.org/files/ENCFF021TGH/@@download/ENCFF021TGH.bed.gz	hg19			archived	low read depth			
ENCFF762WIQ	bed narrowPeak	peaks	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF492WOW, ENCFF967OQF	863003	ENCODE Processing Pipeline	032f3eecda9b1a0ae1508fb1681f5e83		https://www.encodeproject.org/files/ENCFF762WIQ/@@download/ENCFF762WIQ.bed.gz	GRCh38			released	low read depth			
ENCFF839MGO	bed narrowPeak	peaks	ENCSR514QHN	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF663QIV	861879	ENCODE Processing Pipeline	2cf88b918f3dffefed8b2851b07c491f		https://www.encodeproject.org/files/ENCFF839MGO/@@download/ENCFF839MGO.bed.gz	hg19			released	low read depth			
ENCFF094EMV	bed narrowPeak	peaks	ENCSR868XPR	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF360MAZ, ENCFF992CZQ	772016	ENCODE Processing Pipeline	22b56cbb77ae59773a90b23cb3b64ad4		https://www.encodeproject.org/files/ENCFF094EMV/@@download/ENCFF094EMV.bed.gz	GRCh38			archived	low read depth			
ENCFF617SLR	bed narrowPeak	peaks	ENCSR868XPR	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF398KYN	768960	ENCODE Processing Pipeline	8345b466517dcc7fbcaf1b8f013b6e74		https://www.encodeproject.org/files/ENCFF617SLR/@@download/ENCFF617SLR.bed.gz	hg19			archived	low read depth			
ENCFF900LAT	bed narrowPeak	peaks	ENCSR868XPR	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF049WFJ, ENCFF967OQF	819953	ENCODE Processing Pipeline	68bd38da14d473bf638af1f7bedc0e98		https://www.encodeproject.org/files/ENCFF900LAT/@@download/ENCFF900LAT.bed.gz	GRCh38			released	low read depth			
ENCFF831AAQ	bed narrowPeak	peaks	ENCSR868XPR	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF141NAT, ENCFF390DNP	818146	ENCODE Processing Pipeline	38ec30192a414fbaa1d017a701af6c65		https://www.encodeproject.org/files/ENCFF831AAQ/@@download/ENCFF831AAQ.bed.gz	hg19			released	low read depth			
ENCFF684MAZ	bed narrowPeak	peaks	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF274DCP, ENCFF992CZQ	940471	ENCODE Processing Pipeline	9e3f8015df9b4bf4016c7769a747373f		https://www.encodeproject.org/files/ENCFF684MAZ/@@download/ENCFF684MAZ.bed.gz	GRCh38			archived	low read depth			
ENCFF332HJI	bed narrowPeak	peaks	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF998NAQ	936447	ENCODE Processing Pipeline	78c9f8975e4b3feb9874f9766734b058		https://www.encodeproject.org/files/ENCFF332HJI/@@download/ENCFF332HJI.bed.gz	hg19			archived	low read depth			
ENCFF415CEW	bed narrowPeak	peaks	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF364DZN, ENCFF967OQF	996674	ENCODE Processing Pipeline	c3d4c5668d06ef50d1e945f998045215		https://www.encodeproject.org/files/ENCFF415CEW/@@download/ENCFF415CEW.bed.gz	GRCh38			released	low read depth			
ENCFF168UIB	bed narrowPeak	peaks	ENCSR294QCR	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216WEZ, ENCFF390DNP	995700	ENCODE Processing Pipeline	6807f50c70096f5c0b278b834499bce0		https://www.encodeproject.org/files/ENCFF168UIB/@@download/ENCFF168UIB.bed.gz	hg19			released	low read depth			
ENCFF354YEA	bed narrowPeak	peaks	ENCSR932DHT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF190YSI, ENCFF992CZQ	991598	ENCODE Processing Pipeline	38996f47d1d81b218919d8fd715c9d4f		https://www.encodeproject.org/files/ENCFF354YEA/@@download/ENCFF354YEA.bed.gz	GRCh38			archived	low read depth			
ENCFF914YLY	bed narrowPeak	peaks	ENCSR932DHT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF705CWS	989258	ENCODE Processing Pipeline	7c9fb3b4b164408413995da5f0a74e7f		https://www.encodeproject.org/files/ENCFF914YLY/@@download/ENCFF914YLY.bed.gz	hg19			archived	low read depth			
ENCFF762YAX	bed narrowPeak	peaks	ENCSR932DHT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF967OQF, ENCFF972PYS	1044294	ENCODE Processing Pipeline	8a180c6d93bd635717e24266ae29b90e		https://www.encodeproject.org/files/ENCFF762YAX/@@download/ENCFF762YAX.bed.gz	GRCh38			released	low read depth			
ENCFF264MZZ	bed narrowPeak	peaks	ENCSR932DHT	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF842UPM	1041074	ENCODE Processing Pipeline	49e7ff05ac975e2fd43ae19bb2cc7db0		https://www.encodeproject.org/files/ENCFF264MZZ/@@download/ENCFF264MZZ.bed.gz	hg19			released	low read depth			
ENCFF727YVM	bed narrowPeak	peaks	ENCSR155NPL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF203WTQ, ENCFF992CZQ	1112019	ENCODE Processing Pipeline	a0a5702a6d84d962126e2d8926e8908f		https://www.encodeproject.org/files/ENCFF727YVM/@@download/ENCFF727YVM.bed.gz	GRCh38			archived	low read depth			
ENCFF877COU	bed narrowPeak	peaks	ENCSR155NPL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF641PCX	1110750	ENCODE Processing Pipeline	245aa32a366411498fd7dc976b1c171c		https://www.encodeproject.org/files/ENCFF877COU/@@download/ENCFF877COU.bed.gz	hg19			archived	low read depth			
ENCFF402XGX	bed narrowPeak	peaks	ENCSR155NPL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF512KQX, ENCFF967OQF	1178481	ENCODE Processing Pipeline	aba3b84b1dc1a7bf8d898967e7572c5d		https://www.encodeproject.org/files/ENCFF402XGX/@@download/ENCFF402XGX.bed.gz	GRCh38			released	low read depth			
ENCFF144MJE	bed narrowPeak	peaks	ENCSR155NPL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	male	113 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF384AAS, ENCFF390DNP	1176384	ENCODE Processing Pipeline	cb195655c90f7ad2e6832e5f2e3068f2		https://www.encodeproject.org/files/ENCFF144MJE/@@download/ENCFF144MJE.bed.gz	hg19			released	low read depth			
ENCFF671GMS	bed narrowPeak	peaks	ENCSR838IPF	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF554FVK, ENCFF992CZQ	522998	ENCODE Processing Pipeline	11b2dabb8c787dbc5593771e58c75deb		https://www.encodeproject.org/files/ENCFF671GMS/@@download/ENCFF671GMS.bed.gz	GRCh38			archived	low spot score, low read depth			
