File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF157OEN	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR089DTY	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF419RSJ, ENCFF737SPJ	121698	ENCODE Processing Pipeline	27fffd9e0db4985d4c62405ba7f0bfb7		https://www.encodeproject.org/files/ENCFF157OEN/@@download/ENCFF157OEN.bed.gz	GRCh38				released	s3://encode-public/2017/08/18/4d56655d-03aa-4d03-b0d8-45ee927e97f0/ENCFF157OEN.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF002CED	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000ANE	ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE												1080918	ENCODE Consortium Analysis Working Group	e97cd9039bc0b5bbeb7d3b27d3fecbb9		https://www.encodeproject.org/files/ENCFF002CED/@@download/ENCFF002CED.bed.gz	hg19				archived	s3://encode-public/2014/06/06/ede589c5-f43e-4de6-8409-ef13fbc96d70/ENCFF002CED.narrowPeak.gz	low read length, mild to moderate bottlenecking	missing derived_from	insufficient read depth	
ENCFF001VLJ	bed narrowPeak	peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE												605320	Peggy Farnham, USC	acb48b377345c35ec4d5c2d1c13b861b		https://www.encodeproject.org/files/ENCFF001VLJ/@@download/ENCFF001VLJ.bed.gz	hg19				archived	s3://encode-public/2010/12/06/2127b3ee-cd22-4353-8f57-3dfac842a8b7/ENCFF001VLJ.narrowPeak.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample, missing derived_from	insufficient read depth, insufficient read length	
ENCFF002CVD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE												559821	ENCODE Consortium Analysis Working Group	45e0cb0ddada7adb182b762411f4c1c0		https://www.encodeproject.org/files/ENCFF002CVD/@@download/ENCFF002CVD.bed.gz	hg19				archived	s3://encode-public/2014/06/06/0452ba15-e8e8-490e-8624-196443358e9f/ENCFF002CVD.narrowPeak.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample, missing derived_from	insufficient read depth, insufficient read length	
ENCFF822SAU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF222CSK, ENCFF311XFB, ENCFF991EAY	506227	ENCODE Processing Pipeline	b147b14daf5660d3097f5ce840d9be19		https://www.encodeproject.org/files/ENCFF822SAU/@@download/ENCFF822SAU.bed.gz	hg19				released	s3://encode-public/2017/02/28/d6683f78-ad99-4402-be06-6c3b2757da13/ENCFF822SAU.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF991EAY	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF379GUA, ENCFF495EUE	5328256	ENCODE Processing Pipeline	2ee5953aa6de0791f490b2026f3bd9bf		https://www.encodeproject.org/files/ENCFF991EAY/@@download/ENCFF991EAY.bed.gz	hg19				released	s3://encode-public/2017/02/28/461ac405-8e97-4763-afba-457dc76a43de/ENCFF991EAY.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF311XFB	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF269ZZO, ENCFF379GUA, ENCFF495EUE	6087639	ENCODE Processing Pipeline	a417afd2621fbb8396e7b6ab2bea8f4d		https://www.encodeproject.org/files/ENCFF311XFB/@@download/ENCFF311XFB.bed.gz	hg19				released	s3://encode-public/2017/02/28/ad79e2fc-ab10-404a-b288-bb6184130bd6/ENCFF311XFB.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF107EHZ	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF222CSK, ENCFF311XFB, ENCFF991EAY	400213	ENCODE Processing Pipeline	55fec1eaa49bb506391b03f990108bf2		https://www.encodeproject.org/files/ENCFF107EHZ/@@download/ENCFF107EHZ.bed.gz	hg19				released	s3://encode-public/2017/02/28/f45c280c-b214-43ce-b7be-23885b080720/ENCFF107EHZ.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF222CSK	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF269ZZO, ENCFF379GUA	5545148	ENCODE Processing Pipeline	9e77f17dc7009f11ffe7875a5e005196		https://www.encodeproject.org/files/ENCFF222CSK/@@download/ENCFF222CSK.bed.gz	hg19				released	s3://encode-public/2017/02/28/de870dbd-97a3-4ce0-a12b-44f580831fa1/ENCFF222CSK.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF813LKS	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF108PMF, ENCFF865ULF	5543017	ENCODE Processing Pipeline	6cc2f018c93b167a5c33d2f13d75c0a5		https://www.encodeproject.org/files/ENCFF813LKS/@@download/ENCFF813LKS.bed.gz	GRCh38				released	s3://encode-public/2017/03/01/5788c2f9-d6a5-45ba-87d9-05fe9f4ee105/ENCFF813LKS.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF756UDU	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF010FVB, ENCFF419RSJ, ENCFF694HYO, ENCFF813LKS	394557	ENCODE Processing Pipeline	07b6d149fe7cd297654754fc768b1f7f		https://www.encodeproject.org/files/ENCFF756UDU/@@download/ENCFF756UDU.bed.gz	GRCh38				released	s3://encode-public/2017/03/01/7f97ca71-321f-469a-94d2-df9631b516f8/ENCFF756UDU.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF987YIJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF010FVB, ENCFF419RSJ, ENCFF694HYO, ENCFF813LKS	503423	ENCODE Processing Pipeline	bee4272df28b0fd89315bb7969d5d51e		https://www.encodeproject.org/files/ENCFF987YIJ/@@download/ENCFF987YIJ.bed.gz	GRCh38				released	s3://encode-public/2017/03/01/a33a5a26-45b5-4385-a511-172b5e1a8fec/ENCFF987YIJ.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF010FVB	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF108PMF, ENCFF272PYA, ENCFF865ULF	6058793	ENCODE Processing Pipeline	226245374d2c23af07f06dd8f6c25297		https://www.encodeproject.org/files/ENCFF010FVB/@@download/ENCFF010FVB.bed.gz	GRCh38				released	s3://encode-public/2017/03/01/7023627e-ed9b-49c0-93b9-a55829e1116e/ENCFF010FVB.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF694HYO	bed narrowPeak	peaks and background as input for IDR	ENCSR000EVW	ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF108PMF, ENCFF272PYA	5223855	ENCODE Processing Pipeline	5c5808fb160ba35b24a822eadbd65bc3		https://www.encodeproject.org/files/ENCFF694HYO/@@download/ENCFF694HYO.bed.gz	GRCh38				released	s3://encode-public/2017/03/01/bb2eed6e-dfa1-4aa7-a22b-3fa4fc25d052/ENCFF694HYO.bed.gz	low read length, mild to moderate bottlenecking, mixed read lengths, moderate library complexity, low read depth	biological replicates with identical biosample	insufficient read depth, insufficient read length	
ENCFF957WEQ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR122EYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-07-06	ENCODE				1							ENCFF001TDO, ENCFF367GGX	137877	ENCODE Processing Pipeline	786c3916c9fc294ef3b1a357a03577ee		https://www.encodeproject.org/files/ENCFF957WEQ/@@download/ENCFF957WEQ.bed.gz	hg19				released	s3://encode-public/2017/08/11/eb4ca886-a5a0-4a0e-b4d2-58a802621d8c/ENCFF957WEQ.bed.gz	control low read depth, antibody characterized with exemption			
ENCFF367GGX	bed narrowPeak	peaks and background as input for IDR	ENCSR122EYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-07-06	ENCODE				1							ENCFF753TRQ, ENCFF839TMC	5396596	ENCODE Processing Pipeline	68a6646863b0ea0d68ff79e45c889515		https://www.encodeproject.org/files/ENCFF367GGX/@@download/ENCFF367GGX.bed.gz	hg19				released	s3://encode-public/2017/08/11/aa618c5a-56c4-4d0d-853d-a61a4b260e3c/ENCFF367GGX.bed.gz	control low read depth, antibody characterized with exemption			
ENCFF827SHP	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR122EYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-07-06	ENCODE				1							ENCFF265BAG, ENCFF419RSJ	142263	ENCODE Processing Pipeline	bccb9cb9cc374768a88e2fc8e22686b5		https://www.encodeproject.org/files/ENCFF827SHP/@@download/ENCFF827SHP.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/fbde19e9-48cc-43b9-902e-0337d0eb2de5/ENCFF827SHP.bed.gz	control low read depth, antibody characterized with exemption			
ENCFF265BAG	bed narrowPeak	peaks and background as input for IDR	ENCSR122EYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-07-06	ENCODE				1							ENCFF987UNO, ENCFF999KUG	5407336	ENCODE Processing Pipeline	86917ac56446f2e51e6196822594eaa6		https://www.encodeproject.org/files/ENCFF265BAG/@@download/ENCFF265BAG.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/416ddd86-8bf6-44ee-9d79-a7278120afd8/ENCFF265BAG.bed.gz	control low read depth, antibody characterized with exemption			
ENCFF358WEO	bed narrowPeak	peaks and background as input for IDR	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF224VJS, ENCFF452PDJ	5904460	ENCODE Processing Pipeline	8fedf1fed21537f0ab034742414c07aa		https://www.encodeproject.org/files/ENCFF358WEO/@@download/ENCFF358WEO.bed.gz	hg19				released	s3://encode-public/2017/08/11/b08895cc-cbba-45d5-939c-b0c34bbc7789/ENCFF358WEO.bed.gz	antibody characterized with exemption			
ENCFF459AHK	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF358WEO	360600	ENCODE Processing Pipeline	b051220424422f92963d3a5e003ec8b6		https://www.encodeproject.org/files/ENCFF459AHK/@@download/ENCFF459AHK.bed.gz	hg19				released	s3://encode-public/2017/08/11/661f7017-b29c-4949-aed6-30c126548359/ENCFF459AHK.bed.gz	antibody characterized with exemption			
ENCFF340BQM	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF596RDA	344486	ENCODE Processing Pipeline	b31bacc4eb2d2682e5055ea54e1c03f1		https://www.encodeproject.org/files/ENCFF340BQM/@@download/ENCFF340BQM.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/af9d4386-26fd-4650-9391-38a6c1850c9e/ENCFF340BQM.bed.gz	antibody characterized with exemption			
ENCFF596RDA	bed narrowPeak	peaks and background as input for IDR	ENCSR234HEM	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF514CZN, ENCFF592PPU	5863535	ENCODE Processing Pipeline	565300883f54120a65d32590e9d2d310		https://www.encodeproject.org/files/ENCFF596RDA/@@download/ENCFF596RDA.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/aa5e13c0-c9d5-4312-be07-ccfa0740bf98/ENCFF596RDA.bed.gz	antibody characterized with exemption			
ENCFF002CEW	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE												770760	ENCODE Consortium Analysis Working Group	434e33ec51c578c335d90954e33fb871		https://www.encodeproject.org/files/ENCFF002CEW/@@download/ENCFF002CEW.bed.gz	hg19				archived	s3://encode-public/2014/06/06/7aa7f56f-dd3f-47aa-9022-c7c848325bb6/ENCFF002CEW.narrowPeak.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample, missing derived_from	insufficient read depth	
ENCFF113DAW	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF191SLR, ENCFF350LQZ, ENCFF717LQB	2926748	ENCODE Processing Pipeline	e4f9f3a12e9ca2ddc1ff6d8b828d1ff7		https://www.encodeproject.org/files/ENCFF113DAW/@@download/ENCFF113DAW.bed.gz	hg19				released	s3://encode-public/2017/04/11/eae17441-476c-424f-bc5b-6e58adfdd356/ENCFF113DAW.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF527FXX	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF191SLR, ENCFF350LQZ, ENCFF714RHW	4532432	ENCODE Processing Pipeline	9d65dee2b43c968f92488a2be9b805a7		https://www.encodeproject.org/files/ENCFF527FXX/@@download/ENCFF527FXX.bed.gz	hg19				released	s3://encode-public/2017/04/11/bcdbfa54-a489-4d3b-8183-751644762426/ENCFF527FXX.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF857XBX	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF191SLR, ENCFF350LQZ, ENCFF714RHW, ENCFF717LQB	5549540	ENCODE Processing Pipeline	7e77e9a6500e464ba63339a99038198b		https://www.encodeproject.org/files/ENCFF857XBX/@@download/ENCFF857XBX.bed.gz	hg19				released	s3://encode-public/2017/04/11/d3f99ff2-4cf0-44d6-933e-1f9b024e4ce1/ENCFF857XBX.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF415WKV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF001TDO, ENCFF113DAW, ENCFF527FXX, ENCFF857XBX	576020	ENCODE Processing Pipeline	86f81256e7eb31e31845b1b9a9c45e35		https://www.encodeproject.org/files/ENCFF415WKV/@@download/ENCFF415WKV.bed.gz	hg19				released	s3://encode-public/2017/04/11/da1a4473-67eb-4905-9d8d-4cab2e400b3b/ENCFF415WKV.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF678OVT	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF216TIF, ENCFF414QUV, ENCFF639TYV	2832609	ENCODE Processing Pipeline	ffc7ba205ba199ce0ac24869e9c3c389		https://www.encodeproject.org/files/ENCFF678OVT/@@download/ENCFF678OVT.bed.gz	GRCh38				released	s3://encode-public/2017/06/09/3a8f163b-4597-48f4-a7e7-dea32f218760/ENCFF678OVT.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF567MRO	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF216TIF, ENCFF616NWB, ENCFF639TYV	4563303	ENCODE Processing Pipeline	b214ded1f79a7372c1ce80c0032c295d		https://www.encodeproject.org/files/ENCFF567MRO/@@download/ENCFF567MRO.bed.gz	GRCh38				released	s3://encode-public/2017/06/09/13698d5a-2e7a-49d6-a053-3dad15910f68/ENCFF567MRO.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF660ZJK	bed narrowPeak	peaks and background as input for IDR	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF216TIF, ENCFF414QUV, ENCFF616NWB, ENCFF639TYV	5512088	ENCODE Processing Pipeline	74aa5320ed35586263c91d275fcd4f0f		https://www.encodeproject.org/files/ENCFF660ZJK/@@download/ENCFF660ZJK.bed.gz	GRCh38				released	s3://encode-public/2017/06/09/a50d3997-3f52-49c0-9bca-a79b3cdb550f/ENCFF660ZJK.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF046QCH	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF419RSJ, ENCFF567MRO, ENCFF660ZJK, ENCFF678OVT	573544	ENCODE Processing Pipeline	cb8aa5ce2f523b13538fbe916f86c09d		https://www.encodeproject.org/files/ENCFF046QCH/@@download/ENCFF046QCH.bed.gz	GRCh38				released	s3://encode-public/2017/06/09/bfd009d6-3035-468d-824b-996afe6e2395/ENCFF046QCH.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF148BSH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000AOO	ChIP-seq	CL:0000127	astrocyte	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF419RSJ, ENCFF567MRO, ENCFF660ZJK, ENCFF678OVT	568968	ENCODE Processing Pipeline	b3ff0cf4ef1e7b90313c4167f9c06bf8		https://www.encodeproject.org/files/ENCFF148BSH/@@download/ENCFF148BSH.bed.gz	GRCh38				released	s3://encode-public/2017/06/09/7c39d21c-4506-4097-8cc2-b92f52aea781/ENCFF148BSH.bed.gz	low read length, mild to moderate bottlenecking, moderate library complexity, inconsistent platforms	NTR biosample	insufficient read depth	
ENCFF287UAV	bed narrowPeak	peaks and background as input for IDR	ENCSR443WKD	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2019-08-01	ENCODE				1							ENCFF563UOO, ENCFF633EEL	6220163	ENCODE Processing Pipeline	d33d4e2a13598266c3bc6bbc3c7e7063		https://www.encodeproject.org/files/ENCFF287UAV/@@download/ENCFF287UAV.bed.gz	GRCh38				released	s3://encode-public/2019/07/24/115a47ad-09f3-42b7-b00b-8ab8229a8a68/ENCFF287UAV.bed.gz	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF601XVS	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR443WKD	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2019-08-01	ENCODE				1							ENCFF287UAV, ENCFF419RSJ	534103	ENCODE Processing Pipeline	fd0247a3505b12dbf9ea0637e187535f		https://www.encodeproject.org/files/ENCFF601XVS/@@download/ENCFF601XVS.bed.gz	GRCh38				released	s3://encode-public/2019/07/24/840c9125-3265-4ffc-b42e-655197c886da/ENCFF601XVS.bed.gz	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF893NMN	bed narrowPeak	peaks and background as input for IDR	ENCSR443WKD	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2019-08-01	ENCODE				1							ENCFF533SOM, ENCFF911DYH	6248189	ENCODE Processing Pipeline	5f1120f71ab79572447c2c20ba6ac1b7		https://www.encodeproject.org/files/ENCFF893NMN/@@download/ENCFF893NMN.bed.gz	hg19				released	s3://encode-public/2019/07/24/b452c99d-7860-42a5-88fa-1742623e94b8/ENCFF893NMN.bed.gz	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF081PSJ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR443WKD	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2019-08-01	ENCODE				1							ENCFF001TDO, ENCFF893NMN	532111	ENCODE Processing Pipeline	e038aa4ab82d30a75b78cb461b339f80		https://www.encodeproject.org/files/ENCFF081PSJ/@@download/ENCFF081PSJ.bed.gz	hg19				released	s3://encode-public/2019/07/24/33a61f91-67d2-4f97-b34a-89b1964a2404/ENCFF081PSJ.bed.gz	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF711TIK	bed narrowPeak	peaks and background as input for IDR	ENCSR527TPP	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-14	ENCODE				1							ENCFF802YTJ, ENCFF875INP	6559061	ENCODE Processing Pipeline	d71114a82d9420ad1141c5678bd76104		https://www.encodeproject.org/files/ENCFF711TIK/@@download/ENCFF711TIK.bed.gz	hg19				released	s3://encode-public/2018/12/07/0ef43718-ce46-4fb8-86bd-ffe02a6e9675/ENCFF711TIK.bed.gz	moderate library complexity, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	severe bottlenecking	
ENCFF450VON	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR527TPP	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-14	ENCODE				1							ENCFF001TDO, ENCFF711TIK	422348	ENCODE Processing Pipeline	b6bb50eff469d33e3fca520ea333b61b		https://www.encodeproject.org/files/ENCFF450VON/@@download/ENCFF450VON.bed.gz	hg19				released	s3://encode-public/2018/12/07/e0ae5079-cfc0-4bd6-86bd-db2b73521d48/ENCFF450VON.bed.gz	moderate library complexity, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	severe bottlenecking	
ENCFF979XUR	bed narrowPeak	peaks and background as input for IDR	ENCSR527TPP	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-14	ENCODE				1							ENCFF492OBI, ENCFF555PKQ	6547847	ENCODE Processing Pipeline	eafb1cfdd47bb1284d385e3e24fc6d22		https://www.encodeproject.org/files/ENCFF979XUR/@@download/ENCFF979XUR.bed.gz	GRCh38				released	s3://encode-public/2018/12/07/a19c1f59-1bf7-44f2-ad71-1967522d534d/ENCFF979XUR.bed.gz	moderate library complexity, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	severe bottlenecking	
ENCFF148UOD	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR527TPP	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-14	ENCODE				1							ENCFF419RSJ, ENCFF979XUR	416437	ENCODE Processing Pipeline	b998ac182b1516d992bf46575c437b07		https://www.encodeproject.org/files/ENCFF148UOD/@@download/ENCFF148UOD.bed.gz	GRCh38				released	s3://encode-public/2018/12/07/e5feaf24-260e-409d-b731-32199b7d3842/ENCFF148UOD.bed.gz	moderate library complexity, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	severe bottlenecking	
ENCFF002CEC	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000ARE	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										EZH2-human	DNA		see document	see document		False	2012-03-06	ENCODE												114062	ENCODE Consortium Analysis Working Group	9ad516bd083ae2f12703ee84eb62c55d		https://www.encodeproject.org/files/ENCFF002CEC/@@download/ENCFF002CEC.bed.gz	hg19				archived	s3://encode-public/2014/06/06/ec13dc83-4a8a-4897-bca5-7d1f5dae46d3/ENCFF002CEC.narrowPeak.gz	low read length, borderline replicate concordance, inconsistent platforms	missing derived_from		
